Nama_Ruas,Kecamatan,Panjang,Lebar,Kondisi,15 April,15,16 April,16,17 April,17,18 April,18,19 April,19,20 April,20,21 April,21,22 April,22,23 April,23,24 April,24,25 April,25,26 April,26,27 April,27,28 April,28,29 April,29
Jl. Kenconowungu,semarang barat,873 M,5 M,Baik,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,macet,7 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,macet,7 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit
Jl. Semarang Indah Blok-C,semarang barat,381 M,6 M,Sedang,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,4 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,4 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit
Jl. Damarwulan,semarang barat,414 M,5 M,Baik,lancar,2 Menit,lancar,2 Menit,lancar,2 Menit,lancar,2 Menit,lancar,2 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,2 Menit,lancar,2 Menit,lancar,2 Menit,lancar,2 Menit,lancar,2 Menit
Jl. Mintojiwo,semarang barat,605 M,4 M,Sedang,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,6 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit
Jl. Sri Rejeki,semarang barat,582 M,5 M,Sedang,lancar,6 Menit,macet,8 Menit,lancar,7 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,7 Menit,lancar,7 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit
Jl. Amarta,semarang barat,390 M,7 M,Baik,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit
Jl. Cokrokembang,semarang barat,336 M,5 M,Baik,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit
Jl. Cempolorejo,semarang barat,363 M,4 M,Sedang,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit
Jl. Semarang Indah Blok D-E,semarang barat,387 M,12 M,Sedang,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,7 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit
Jl. Srinindito,semarang barat,499 M,6 M,Baik,lancar,8 Menit,macet,12 Menit,lancar,9 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,9 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit
Jl. Gedongsongo Timur,semarang barat,625 M,6 M,Sedang,lancar,8 Menit,lancar,10 Menit,sedang,9 Menit,lancar,8 Menit,lancar,8 Menit,lancar,6 Menit,lancar,6 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit
Jl. Srinindito Selatan,semarang barat,222 M,4 M,Baik,lancar,9 Menit,sedang,12 Menit,sedang,9 Menit,lancar,9 Menit,sedang,9 Menit,lancar,7 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,7 Menit,sedang,9 Menit,lancar,9 Menit,sedang,9 Menit,lancar,9 Menit,lancar,9 Menit
Jl. Taman Condro Kusumo,semarang barat,379 M,5 M,Sedang,lancar,9 Menit,lancar,9 Menit,lancar,9 Menit,lancar,8 Menit,lancar,9 Menit,lancar,7 Menit,lancar,7 Menit,lancar,6 Menit,lancar,6 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit
Jl. Semarang Indah Blok D-V,semarang barat,428 M,7 M,Sedang,lancar,8 Menit,sedang,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,macet,8 Menit,macet,8 Menit,lancar,7 Menit,lancar,7 Menit,macet,8 Menit,lancar,7 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit
Jl. Sri Rejeki Utara,semarang barat,325 M,4 M,Sedang,lancar,5 Menit,lancar,6 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,macet,8 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,macet,8 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit
Jl. Gedongsongo,semarang barat,450 M,12 M,Sedang,lancar,8 Menit,lancar,10 Menit,sedang,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,7 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,7 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit
Jl. Rorojonggrang 1,semarang barat,639 M,8 M,Sedang,lancar,10 Menit,lancar,10 Menit,sedang,12 Menit,lancar,10 Menit,sedang,12 Menit,lancar,7 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,7 Menit,lancar,10 Menit,sedang,12 Menit,lancar,12 Menit,lancar,10 Menit,lancar,10 Menit
Jl. Condro Kusumo 1,semarang barat,358 M,4 M,Sedang,lancar,9 Menit,lancar,9 Menit,lancar,8 Menit,lancar,8 Menit,lancar,9 Menit,lancar,7 Menit,lancar,7 Menit,lancar,6 Menit,lancar,6 Menit,lancar,7 Menit,lancar,8 Menit,lancar,9 Menit,lancar,8 Menit,lancar,8 Menit,lancar,9 Menit
Jl. Condro Kusumo,semarang barat,358 M,4 M,Sedang,lancar,9 Menit,lancar,9 Menit,lancar,8 Menit,lancar,8 Menit,lancar,9 Menit,lancar,6 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,6 Menit,lancar,9 Menit,lancar,9 Menit,lancar,9 Menit,lancar,9 Menit,lancar,9 Menit
Jl. Simongan Ringin Telu,semarang barat,979 M,7 M,Sedang,lancar,12 Menit,lancar,14 Menit,sedang,12 Menit,sedang,12 Menit,sedang,12 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit
Jl. Madukoro Blok Aa-Bb,semarang barat,747 M,7 M,Rusak Ringan,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,12 Menit,lancar,12 Menit,lancar,12 Menit,lancar,12 Menit,lancar,12 Menit,lancar,7 Menit,lancar,7 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit
Jl. Tri Tunggal,semarang barat,654 M,10 M,Sedang,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit
Jl. Madukoro,semarang barat,"2,704 M",18 M,Baik,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,4 Menit,lancar,4 Menit,lancar,5 Menit,lancar,4 Menit,lancar,4 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit
Jl. Pangk. Puad. A. Yani,semarang barat,779 M,12 M,Sedang,lancar,8 Menit,sedang,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit
Jl. Kumudasmoro Tengah,semarang barat,414 M,5 M,Sedang,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,8 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit
Jl. Madukoro Blok A,semarang barat,557 M,9 M,Sedang,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,macet,8 Menit,macet,8 Menit,lancar,7 Menit,lancar,7 Menit,macet,8 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit
Jl. Kenconowungu Selatan 3,semarang barat,98 M,6 M,Sedang,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,2 Menit,lancar,2 Menit,lancar,2 Menit,lancar,2 Menit,lancar,2 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit
Jl. Dr. Ismangil,semarang barat,831 M,5 M,Baik,lancar,7 Menit,lancar,8 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,8 Menit,lancar,8 Menit,lancar,7 Menit
Jl. Puspogiwang Timur,semarang barat,497 M,4 M,Sedang,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,6 Menit,lancar,6 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit
Jl. Bojong Salaman,semarang barat,"1,275 M",7 M,Sedang,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit
Jl. Kali Semarang Indah,semarang barat,"1,165 M",13 M,Baik,lancar,8 Menit,sedang,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,macet,7 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,macet,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit
Jl. Akses Bandara,semarang barat,"1,191 M",13 M,Baik,lancar,8 Menit,sedang,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,4 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,4 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit
Jl. Puspanjolo Timur,semarang barat,741 M,4 M,Rusak Ringan,lancar,7 Menit,lancar,6 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit
Jl. Puspowarno Selatan 3,semarang barat,473 M,4 M,Sedang,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit
Jl. Borobudur Selatan,semarang barat,563 M,4 M,Rusak Ringan,lancar,9 Menit,lancar,9 Menit,sedang,10 Menit,lancar,9 Menit,lancar,10 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,7 Menit,lancar,7 Menit,lancar,9 Menit,lancar,10 Menit,lancar,10 Menit,lancar,9 Menit,lancar,9 Menit
Jl. Pandanaran,semarang selatan,"1,522 M",10 M,Baik,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit
Jl. Menteri Supeno,semarang selatan,873 M,6 M,Baik,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,6 Menit,lancar,5 Menit
Jl. Tri Lomba Juang,semarang selatan,510 M,6 M,Baik,lancar,4 Menit,sedang,7 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit
Jl. Kyai Saleh,semarang selatan,"1,036 M",7 M,Baik,lancar,5 Menit,macet,9 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,5 Menit
Jl. Hos. Cokroaminoto,semarang selatan,685 M,5 M,Baik,lancar,7 Menit,macet,12 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,9 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit
Jl. Jayengan,semarang selatan,218 M,5 M,Sedang,lancar,7 Menit,macet,10 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,macet,10 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit
Jl. Suyudono,semarang selatan,"1,061 M",5 M,Baik,lancar,8 Menit,macet,12 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,macet,12 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit
Jl. Basudewo,semarang selatan,"1,065 M",6 M,Baik,lancar,9 Menit,macet,14 Menit,lancar,9 Menit,lancar,9 Menit,lancar,9 Menit,lancar,9 Menit,lancar,9 Menit,lancar,9 Menit,macet,14 Menit,lancar,9 Menit,lancar,9 Menit,lancar,9 Menit,lancar,9 Menit,lancar,9 Menit,lancar,9 Menit
Jl. Kaligarang,semarang selatan,"1,271 M",8 M,Baik,lancar,8 Menit,macet,12 Menit,sedang,9 Menit,,9 Menit,sedang,9 Menit,lancar,9 Menit,lancar,9 Menit,lancar,9 Menit,macet,14 Menit,lancar,9 Menit,sedang,9 Menit,sedang,9 Menit,lancar,9 Menit,lancar,9 Menit,lancar,8 Menit
Jl. Dr. Kariadi,semarang selatan,732 M,6 M,Baik,lancar,6 Menit,macet,10 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,8 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit
Jl. Mugas Dalam,semarang selatan,565 M,3 M,Sedang,lancar,5 Menit,macet,8 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,5 Menit,lancar,5 Menit,macet,9 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,5 Menit,lancar,5 Menit
Jl. Bergota Talang,semarang selatan,882 M,3 M,Sedang,lancar,7 Menit,macet,12 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,8 Menit,lancar,7 Menit,lancar,7 Menit,macet,12 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,8 Menit,lancar,8 Menit,lancar,7 Menit
Jl. Yogya,semarang selatan,292 M,3 M,Sedang,lancar,5 Menit,macet,10 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,macet,8 Menit,macet,8 Menit,lancar,7 Menit,lancar,7 Menit,macet,8 Menit,lancar,5 Menit,lancar,6 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit
Jl. Kalisari Baru,semarang selatan,359 M,4 M,Sedang,lancar,7 Menit,macet,12 Menit,sedang,8 Menit,sedang,8 Menit,sedang,8 Menit,lancar,2 Menit,lancar,2 Menit,lancar,2 Menit,lancar,2 Menit,lancar,2 Menit,sedang,8 Menit,sedang,8 Menit,lancar,8 Menit,sedang,8 Menit,lancar,7 Menit
Jl. Penaton,semarang selatan,166 M,3 M,Baik,lancar,7 Menit,macet,12 Menit,lancar,8 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,8 Menit,lancar,8 Menit,lancar,7 Menit
Jl. Gisik Sari,semarang selatan,241 M,3 M,Baik,lancar,7 Menit,macet,12 Menit,sedang,8 Menit,sedang,8 Menit,sedang,8 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,6 Menit,lancar,6 Menit,sedang,8 Menit,sedang,8 Menit,sedang,8 Menit,sedang,8 Menit,lancar,7 Menit
Jl. Bendungan,semarang selatan,558 M,5 M,Baik,lancar,8 Menit,macet,14 Menit,sedang,9 Menit,sedang,10 Menit,sedang,9 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit
Jl. Kedungjati,semarang selatan,428 M,3 M,Sedang,lancar,5 Menit,macet,10 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,macet,7 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,macet,7 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,5 Menit
Jl. Mugas Dalam 10,semarang selatan,185 M,3 M,Sedang,lancar,6 Menit,macet,9 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,4 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,4 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit
Jl. Taman Menteri Supeno,semarang selatan,462 M,6 M,Baik,lancar,3 Menit,macet,8 Menit,lancar,4 Menit,lancar,3 Menit,lancar,3 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,3 Menit,lancar,3 Menit,lancar,4 Menit,lancar,4 Menit,lancar,3 Menit
Jl. Gergaji 5,semarang selatan,111 M,3 M,Sedang,lancar,5 Menit,macet,10 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,5 Menit
Jl. Gergaji,semarang selatan,379 M,3 M,Sedang,lancar,5 Menit,macet,10 Menit,lancar,6 Menit,lancar,5 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,7 Menit,lancar,7 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,3 Menit
Jl. Solo,semarang selatan,192 M,3 M,Sedang,lancar,5 Menit,macet,10 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,5 Menit
Jl. Hos. Cokroaminoto - Kesdam,semarang selatan,245 M,4 M,Baik,lancar,6 Menit,macet,10 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,lancar,6 Menit
Jl. Menteri Supeno 1,semarang selatan,234 M,3 M,Sedang,lancar,5 Menit,macet,10 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,6 Menit,lancar,5 Menit
Jl. Wonodri Krajan,semarang selatan,579 M,3 M,Baik,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,5 Menit,lancar,6 Menit,lancar,5 Menit,macet,10 Menit,lancar,5 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit
Jl. Singosari,semarang selatan,934 M,8 M,Baik,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit
Jl. Sompok,semarang selatan,824 M,4 M,Baik,sedang,6 Menit,sedang,6 Menit,sedang,5 Menit,lancar,5 Menit,sedang,5 Menit,lancar,7 Menit,lancar,7 Menit,lancar,7 Menit,macet,10 Menit,lancar,7 Menit,lancar,5 Menit,sedang,5 Menit,sedang,5 Menit,lancar,5 Menit,sedang,6 Menit
Jl. Nangka Timur,semarang selatan,374 M,4 M,Sedang,sedang,8 Menit,sedang,9 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,macet,12 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,lancar,8 Menit,sedang,8 Menit
Jl. Lamper Tengah 9,semarang selatan,720 M,3 M,Sedang,sedang,9 Menit,sedang,9 Menit,sedang,9 Menit,sedang,9 Menit,sedang,9 Menit,lancar,9 Menit,lancar,9 Menit,lancar,9 Menit,macet,14 Menit,lancar,9 Menit,sedang,8 Menit,sedang,8 Menit,sedang,8 Menit,sedang,8 Menit,macet,8 Menit
Jl. Erlangga Tengah,semarang selatan,597 M,4 M,Baik,lancar,1 Menit,lancar,1 Menit,lancar,1 Menit,lancar,1 Menit,lancar,1 Menit,macet,8 Menit,macet,8 Menit,macet,8 Menit,macet,8 Menit,macet,8 Menit,lancar,1 Menit,lancar,1 Menit,lancar,1 Menit,lancar,1 Menit,lancar,1 Menit
Jl. Erlangga Barat 7,semarang selatan,440 M,5 M,Baik,lancar,2 Menit,lancar,2 Menit,lancar,2 Menit,lancar,2 Menit,lancar,2 Menit,lancar,6 Menit,lancar,6 Menit,lancar,6 Menit,lancar,8 Menit,lancar,6 Menit,lancar,2 Menit,lancar,2 Menit,lancar,2 Menit,lancar,2 Menit,lancar,2 Menit
Jl. Erlangga Barat 1,semarang selatan,200 M,4 M,Sedang,lancar,2 Menit,lancar,2 Menit,lancar,2 Menit,lancar,2 Menit,lancar,2 Menit,lancar,4 Menit,lancar,5 Menit,lancar,5 Menit,macet,9 Menit,lancar,4 Menit,lancar,2 Menit,lancar,2 Menit,lancar,2 Menit,lancar,2 Menit,lancar,2 Menit
Jl. Peterongan,semarang selatan,497 M,3 M,Baik,sedang,5 Menit,sedang,6 Menit,lancar,5 Menit,lancar,5 Menit,lancar,5 Menit,lancar,8 Menit,lancar,7 Menit,lancar,7 Menit,macet,12 Menit,lancar,7 Menit,lancar,5 Menit,lancar,6 Menit,lancar,5 Menit,lancar,5 Menit,sedang,6 Menit
Jl. Kusumawardani,semarang selatan,316 M,3 M,Baik,lancar,3 Menit,lancar,5 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,5 Menit,lancar,5 Menit,macet,6 Menit,macet,6 Menit,macet,6 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,4 Menit,lancar,3 Menit
Jl. Singosari 2,semarang selatan,217 M,4 M,Sedang,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,sedang,6 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit
Jl. Pleburan Tengah,semarang selatan,196 M,5 M,Sedang,lancar,4 Menit,lancar,5 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit
Jl. Singosari 1,semarang selatan,465 M,4 M,Sedang,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,5 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit,lancar,4 Menit
Jl. Erlangga Selatan,semarang selatan,305 M,5 M,Baik,lancar,1 Menit,lancar,1 Menit,lancar,1 Menit,lancar,1 Menit,lancar,1 Menit,lancar,2 Menit,lancar,2 Menit,lancar,2 Menit,lancar,2 Menit,lancar,2 Menit,lancar,1 Menit,lancar,1 Menit,lancar,1 Menit,lancar,1 Menit,lancar,1 Menit
Jl. Gayam,semarang selatan,172 M,4 M,Sedang,lancar,2 Menit,lancar,2 Menit,lancar,2 Menit,lancar,2 Menit,lancar,2 Menit,lancar,1 Menit,lancar,1 Menit,lancar,1 Menit,lancar,1 Menit,lancar,1 Menit,lancar,2 Menit,lancar,2 Menit,lancar,2 Menit,lancar,2 Menit,lancar,2 Menit
Jl. Siwalan,semarang selatan,307 M,4 M,Sedang,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,2 Menit,lancar,2 Menit,lancar,2 Menit,lancar,2 Menit,lancar,2 Menit,lancar,3 Menit,lancar,3 Menit,lancar,3 Menit,lancar,2 Menit,lancar,3 Menit
